pf1,pf2,overlap_nuc,within_pareto,zscore_dist,seconds
PF00004,PF00013,142,1,-0.7652135000021776,30.17511010169983
PF00004,PF00013,145,1,-0.6402692319042765,30.438744068145752
PF00004,PF00013,148,1,-0.5814901143558433,30.377429723739624
PF00004,PF00013,151,1,-0.306426140465438,30.434446096420288
PF00004,PF00013,154,1,-0.5640593875932479,30.7337703704834
PF00004,PF00013,157,1,-0.484270653357586,30.60968327522278
PF00004,PF00013,160,1,-0.40532358456495277,30.76408886909485
PF00004,PF00013,163,1,-0.31766096814649925,31.465934991836548
PF00004,PF00013,166,1,-0.5623140212515874,31.18974804878235
PF00004,PF00013,14,1,-3.016424557087292,33.98385524749756
PF00004,PF00013,17,1,-1.8862981294743337,27.211284160614014
PF00004,PF00013,20,1,-1.9069455982057995,27.47505283355713
PF00004,PF00013,23,1,-2.5550993581520367,27.46430778503418
PF00004,PF00013,26,1,-2.228791006751776,27.41892170906067
PF00004,PF00013,29,1,-2.1009935745752153,27.87155842781067
PF00004,PF00013,32,1,-1.8350571781055098,28.049831867218018
PF00004,PF00013,35,1,-1.8403143442282663,28.094892024993896
PF00004,PF00013,38,1,-1.775007528329853,27.865808725357056
PF00004,PF00013,41,1,-1.9666702175114052,27.847352027893066
PF00004,PF00013,44,1,-1.7072111474125617,27.52209782600403
PF00004,PF00013,47,1,-1.6631507449734655,27.881428718566895
PF00004,PF00013,50,1,-1.973958986266432,28.29744863510132
PF00004,PF00013,53,1,-2.1748095546021866,28.40953803062439
PF00004,PF00013,56,1,-1.7431869924148826,28.35405731201172
PF00004,PF00013,59,1,-1.7027367321277957,28.459458351135254
PF00004,PF00013,62,1,-1.8402212439393306,28.66182017326355
PF00004,PF00013,65,1,-1.558541977222081,28.57229733467102
PF00004,PF00013,68,1,-1.5617311588129998,28.564106941223145
PF00004,PF00013,71,1,-1.4555582197541543,28.45321822166443
PF00004,PF00013,74,1,-1.6090273339030738,28.495375633239746
PF00004,PF00013,77,1,-1.5058838445870053,28.568615913391113
PF00004,PF00013,80,1,-1.6739461763289885,28.629828929901123
PF00004,PF00013,83,1,-1.258701808457557,28.876540660858154
PF00004,PF00013,86,1,-1.3981594310428025,28.23948645591736
